gene.name	ceRNA.total.sites	ceRNA.total.fams	shared.sites	shared.fams	shared.sites.rec	shared.fams.rec	target.total.sites	target.total.fams	pval.fams	pval.fams.rec	pval.sites	pval.sites.rec	pval.span	pval.clust	pval.even	pval.span.rec	pval.clust.rec	pval.even.rec	prod1	prod2	prod3	prod4	prod5	score	score.pval
VGLL4	7	7	3	3	6	3	39	33	0.0142938407655765	0.0142938407655765	0.0152487857521928	0.0984388797496229	5.04583052192941e-05	2.52464684316166e-05	0.196537707732761	0.00865657303316075	4.58460369594338e-11	0.132807349715347	0.00150107338698787	0.000204313883831656	4.36796004260336e-07	1.15745052481108e-15	0.0386270705608484	13.4575172133205	0.149857084524296
KAT7	16	15	7	6	8	6	39	33	0.000585693948831428	0.000585693948831428	0.000152157896516805	0.0129773646117988	0.465350814759998	6.68129543289183e-08	0.172637792101742	0.13694143935783	7.24555413394104e-08	0.11074383281538	1.97460850166294e-06	3.43037401697751e-07	0.0637258103795729	4.84096877438708e-15	0.0298038072617643	13.4497026077005	0.150061249489588
PPP2CA	29	25	8	6	8	6	39	33	0.0112422916562787	0.0112422916562787	0.00189423158069536	0.0129773646117988	0.22205840777664	2.97299525201860e-09	0.13986626059745	0.13694143935783	1.17222707153858e-09	0.12090421766838	2.45821338818677e-05	0.000126389121684835	0.030408997982441	3.48502551797187e-18	0.0195625708535139	13.442969202157	0.15026541445488
FASTK	4	4	3	3	7	3	39	33	0.00194460303639369	0.00194460303639369	0.0021070873828125	0.0384195707312877	0.000806161595921281	0.000359289303861213	0.194867172487488	0.00429858541889686	4.47480306214952e-10	0.120640336992704	8.09533927409688e-05	3.78148096915156e-06	3.46535448150185e-06	1.60774887711573e-13	0.0379732149132683	13.4418745776674	0.150469579420172
USP33	12	11	3	3	6	3	39	33	0.0535167676618321	0.0535167676618321	0.070276426788562	0.0984388797496229	6.77707610651357e-06	3.38938816315474e-06	0.196896435270406	0.00865657303316075	4.58460369594338e-11	0.132807349715347	0.00691793272587244	0.00286404442097052	5.86662542673234e-08	1.5539001499786e-16	0.0387682062221932	13.4262616520301	0.150673744385463
NIP7	11	10	6	6	6	6	39	33	3.33135229956611e-05	3.33135229956611e-05	0.000101074846124911	0.0984388797496229	0.189878534420179	2.09734438672054e-07	0.148035954657065	0.0829612580039119	8.89430989832201e-06	0.128502773235517	9.94969462340171e-06	1.10979081438244e-09	0.0157525620834371	1.86544309389986e-12	0.0219146438712287	13.4231875902282	0.150877909350755
HARS	8	8	3	3	7	3	39	33	0.0215851481918258	0.0215851481918258	0.0229155393382915	0.0384195707312877	2.29352341521126e-05	1.01981478618451e-05	0.19672210644451	0.00429858541889686	4.47480306214952e-10	0.120640336992704	0.000880405184453095	0.00046591862246308	9.85890631052566e-08	4.56347032804381e-15	0.0386995871639652	13.4223105524994	0.151082074316047
ABCB7	5	5	3	3	6	3	39	33	0.0045865394471077	0.0045865394471077	0.00494321155839843	0.0984388797496229	0.000304029994877868	0.000152272649976966	0.195720256344224	0.00865657303316075	4.58460369594338e-11	0.132807349715347	0.00048660420817413	2.1036344099875e-05	2.63185785493175e-06	6.98109753875492e-15	0.0383064187434486	13.4205694064592	0.151286239281339
STK38	21	21	6	6	10	6	39	33	0.00440133763369059	0.0044013376336906	0.00577184728639192	0.00099229460705214	0.0502181921113071	8.53361833505945e-07	0.136823652116137	0.0648601089796779	1.36473158969862e-09	0.0943336289617861	5.72737293501523e-06	1.93717729657411e-05	0.00325715741310178	1.1646098516287e-15	0.0187207117783977	13.4026725251766	0.151490404246631
SBNO1	25	22	8	5	8	5	39	33	0.0266375840233395	0.0266375840233395	0.000643148587065123	0.0129773646117988	0.130969333885089	3.10021721610778e-10	0.12108237138262	0.113713979044911	2.25143508083461e-08	0.114416235984552	8.34637371390735e-06	0.00070956088260047	0.0148930440889349	6.97993779855246e-18	0.0146609406596387	13.375493751288	0.151694569211923
AP1G2	5	5	3	3	6	3	39	33	0.0045865394471077	0.0045865394471077	0.00494321155839843	0.0984388797496229	0.000351873921262434	0.000176258013479084	0.195616313572597	0.00865657303316075	4.58460369594338e-11	0.132807349715347	0.00048660420817413	2.1036344099875e-05	3.04602229787292e-06	8.08073140035848e-15	0.0382657421357327	13.3622973316558	0.151898734177215
ARIH2	7	7	4	4	7	4	39	33	0.00113734940416241	0.00113734940416241	0.00132189458761747	0.0384195707312877	0.0581269463731292	2.80524063308333e-06	0.165553617271412	0.0123650796758866	2.99626326945501e-09	0.11843445510221	5.07866226082757e-05	1.29356366714859e-06	0.000718744323219733	8.40523947089032e-15	0.0274080001916492	13.3381667039272	0.152102899142507
POLE4	7	7	3	3	7	3	39	33	0.0142938407655765	0.0142938407655765	0.0152487857521928	0.0384195707312877	5.40159875046655e-05	2.40241560587354e-05	0.196518410854512	0.00429858541889686	4.47480306214952e-10	0.120640336992704	0.000585851802772622	0.000204313883831656	2.3219233627487e-07	1.07503367097187e-14	0.0386194858047829	13.3263668410821	0.152307064107799
MAFG	16	16	4	4	8	4	39	33	0.0344458852298769	0.0344458852298769	0.0376968853139021	0.0129773646117988	0.00531842318296826	1.49478298352447e-05	0.165265840366426	0.00510142979170689	1.85542879980219e-12	0.109612397196301	0.000489206225447673	0.00118651900926985	2.71315624704989e-05	2.77346339708554e-17	0.027312797992021	13.3197040687833	0.152511229073091
PCGF2	8	8	4	4	5	4	39	33	0.0021416617218276	0.00214166172182761	0.00247086310869493	0.216230785684003	2.26932645188179e-06	2.46029278316294e-07	0.174102033889169	0.387373090965433	7.48563923531862e-07	0.171190824777065	0.000534276671310723	4.58671493074158e-06	8.79076002075067e-07	1.84168641880158e-13	0.0303115182043454	13.3180979474795	0.152715394038383
SNX9	14	14	5	5	10	5	39	33	0.00329874622095063	0.00329874622095063	0.00405366023434335	0.00099229460705214	0.286249001964033	3.28207670029452e-05	0.158038160020072	0.0648601089796779	1.89868553205057e-11	0.0987495723925119	4.02242518936062e-06	1.08817266302361e-05	0.0185661414627112	6.23163154592948e-16	0.02497606002253	13.3080055424781	0.152919559003675
C16orf58	5	5	3	3	3	3	39	33	0.0045865394471077	0.0045865394471077	0.00494321155839843	0.634620658048881	1.44909801242168e-05	6.4427999410166e-06	0.196800417411239	2.32628244880159e-05	2.44229672252915e-06	0.196720122334985	0.00313706417206565	2.1036344099875e-05	3.37101127288982e-10	1.57352291798558e-11	0.0387304042932378	13.2941228710175	0.153123723968967
ZFYVE9	6	6	3	3	7	3	39	33	0.00865534446782758	0.00865534446782759	0.00928011811023193	0.0384195707312877	0.000124332852203685	5.53187204189182e-05	0.196217145224889	0.00429858541889686	4.47480306214952e-10	0.120640336992704	0.00035653815413076	7.49149878567536e-05	5.3445538557262e-07	2.47540379524768e-14	0.0385011680802053	13.2934195859256	0.153327888934259
INTS6	6	6	4	4	7	4	39	33	0.000517734426387808	0.000517734426387809	0.000606305006564941	0.0384195707312877	0.000199351770166904	3.25205243883194e-08	0.171488336636457	0.195991941102415	6.25839905806714e-05	0.122476729920789	2.32939780844556e-05	2.68048936267113e-07	3.9071340397214e-05	2.03526419199708e-12	0.0294082496023388	13.2792817651534	0.153532053899551
N4BP2L2	20	19	6	6	7	6	39	33	0.00248706529376073	0.00248706529376073	0.00442828271033328	0.0384195707312877	0.000721036495507974	3.52190935892917e-09	0.134616336855707	0.176971678018988	1.82464255982083e-06	0.128411166884841	0.000170132720807788	6.18549377542916e-06	0.000127603038522976	6.42622570813348e-15	0.0181215581484493	13.2655727624919	0.153736218864843
ASAP2	8	8	3	3	7	3	39	33	0.0215851481918258	0.0215851481918258	0.0229155393382915	0.0384195707312877	5.38939527236321e-05	9.70779352167377e-06	0.196520390441535	0.00429858541889686	4.47480306214952e-10	0.120640336992704	0.000880405184453095	0.00046591862246308	2.31667759344522e-07	4.34404641775011e-15	0.0386202638592934	13.2617075497412	0.153940383830135
TMEM64	37	33	10	8	10	8	39	33	0.00288085545175749	0.00288085545175749	0.000633201173187901	0.00099229460705214	0.434385332482341	1.27078173522701e-05	0.0970974250198135	0.272901633687347	2.27743502672267e-10	0.104782980249457	6.28322109333443e-07	8.29932813392084e-06	0.118544466884252	2.89412283512541e-15	0.00942790994547831	13.2504382385245	0.154144548795427
MLLT6	13	13	5	5	9	5	39	33	0.00225401539788797	0.00225401539788797	0.0027946465779898	0.00382648938626063	0.428300714951808	5.39965742828685e-05	0.164618859496536	0.0746565530046214	6.94964046643908e-12	0.101996689813837	1.06936854690276e-05	5.08058541391607e-06	0.0319754550277169	3.75256777685306e-16	0.0270993689019404	13.2411787759188	0.154348713760719
GAREM1	7	7	3	3	6	3	39	33	0.0142938407655765	0.0142938407655765	0.0152487857521928	0.0984388797496229	8.68699974234707e-05	4.34741646258126e-05	0.196361585575654	0.00865657303316075	4.58460369594338e-11	0.132807349715347	0.00150107338698787	0.000204313883831656	7.5199647708676e-07	1.99311815821552e-15	0.0385578722897847	13.240526638476	0.154552878726011
MCC	11	9	6	4	8	4	39	33	0.00362968364555196	0.00362968364555196	0.000101074846124911	0.0129773646117988	0.415576724796516	2.53681451527633e-07	0.144485676971153	0.394065050941913	1.18924130261982e-09	0.132254751864397	1.31168513124443e-06	1.31746033667874e-05	0.163764263227212	3.01688459865209e-16	0.0208761108498123	13.2394062670713	0.154757043691303
PCGF5	26	24	8	7	9	7	39	33	0.00172248515946195	0.00172248515946196	0.000862133917608524	0.00382648938626063	0.941983461451069	7.97550829809105e-08	0.153210126853434	0.330886885623192	3.19090305425046e-09	0.10624441273231	3.29894628526432e-06	2.96695512456668e-06	0.311689973868098	2.54490737875786e-16	0.0234733429704455	13.2349570247278	0.154961208656595
MTMR12	19	19	5	5	8	5	39	33	0.0141228278346969	0.0141228278346969	0.0166425061290481	0.0129773646117988	0.654019745662973	1.30562563494277e-06	0.169606796006995	0.00519977775081748	3.80107510076821e-12	0.109557052019382	0.000215975870090755	0.000199454266048489	0.00340075732209363	4.96278109190565e-18	0.0287664652517585	13.2074273895509	0.155165373621886
DAG1	19	18	4	4	7	4	39	33	0.051395279531162	0.051395279531162	0.0659929037804213	0.0384195707312877	0.000135913872441338	7.20505373667408e-07	0.17182922282954	0.0047315332026221	2.30535318966554e-10	0.120668624436809	0.00253541903455496	0.00264147475808628	6.43081000153136e-07	1.66101936135532e-16	0.0295252818182038	13.2054495548896	0.155369538587178
DIAPH3	5	5	4	4	5	4	39	33	0.00018331209591768	0.00018331209591768	0.000216337932421875	0.216230785684003	0.519457414893587	1.02623768771702e-05	0.212917268549664	0.00513969843622738	1.10292729929037e-08	0.14850200672772	4.67789211008347e-05	3.36033245097327e-08	0.00266985446301529	1.13186556134372e-13	0.0453337632466496	13.2015784409172	0.15557370355247
BMI1	10	8	7	5	5	5	39	33	0.000133037086497215	0.000133037086497215	2.49382096597929e-06	0.216230785684003	0.568794233168844	3.53029581928199e-07	0.147645352997945	0.109637033155235	5.3858308671443e-06	0.153229542763777	5.39240866828941e-07	1.76988663836674e-08	0.0623609122004388	1.90135761936394e-12	0.0217991502618878	13.1744045156511	0.155777868517762
TLE4	19	18	7	7	9	7	39	33	0.000227847722520178	0.000227847722520179	0.000536914141849796	0.00382648938626063	0.813293460339439	6.32797884132645e-06	0.138551905867608	0.0946606217568756	2.59544988021931e-08	0.100553618075016	2.05449626512148e-06	5.19145846576322e-08	0.0769868646265321	1.64239519257511e-13	0.0191966306195465	13.1647474904634	0.155982033483054
PDK1	10	10	6	6	6	6	39	33	3.33135229956611e-05	3.33135229956611e-05	4.94148229454802e-05	0.0984388797496229	0.0022605713726609	1.0038102248571e-07	0.134267284866215	0.266995112254121	0.00513521206557674	0.128918227667277	4.86433981377903e-06	1.10979081438244e-09	0.00060356150740205	5.15477837823547e-10	0.0180277037853452	13.1334217725031	0.156186198448346
BLCAP	17	17	5	5	10	5	39	33	0.00849082197931926	0.00849082197931925	0.0101694259503252	0.00099229460705214	0.157321465297189	4.11758505828536e-06	0.148656242609667	0.0648601089796779	4.87025819701676e-11	0.0945668313300971	1.00910665273238e-05	7.20940578844909e-05	0.0102038873840183	2.0053702382028e-16	0.0220986784668242	13.1168311463666	0.156390363413638
RNF2	14	14	3	3	7	3	39	33	0.0994870803501474	0.0994870803501474	0.102929986109432	0.0384195707312877	5.06864541247408e-06	2.25321995631897e-06	0.19692458393387	0.00429858541889686	4.47480306214952e-10	0.120640336992704	0.00395452588170177	0.00989767915659668	2.17880052636196e-08	1.00827155602325e-15	0.0387792917575277	13.1141327060185	0.15659452837893
EPC2	21	17	7	5	8	5	39	33	0.00849082197931926	0.00849082197931925	0.0010693712701867	0.0129773646117988	0.49369842911288	3.38391735978064e-06	0.126483294037832	0.0070548440583659	1.85535957274522e-10	0.108919956801369	1.38776208785953e-05	7.20940578844909e-05	0.00348296542925158	6.27838346684775e-16	0.0159980236706606	13.1044364408945	0.156798693344222
CELF2	38	34	8	7	8	7	39	33	0.014533086095794	0.014533086095794	0.011100262001432	0.0129773646117988	0.231545271621692	1.02505686249424e-10	0.121924119467909	0.0355646150339533	9.22135330786034e-08	0.1089188972992	0.000144052147279079	0.000211210591467761	0.00823481844815764	9.45241148970617e-18	0.0148654909080249	13.103269717984	0.157002858309514
FAM102A	11	11	4	4	8	4	39	33	0.00842877495369575	0.00842877495369574	0.00952141301234765	0.0129773646117988	0.0292136259364298	2.56419448783631e-06	0.164645497268645	0.00723914970763585	2.83555062325371e-10	0.108881796515221	0.000123562848280761	7.10442472200487e-05	0.000211481811656689	7.27090327812798e-16	0.0271081397708394	13.0955484131174	0.157207023274806
SEC23B	5	5	4	4	5	4	39	33	0.00018331209591768	0.00018331209591768	0.000216337932421875	0.216230785684003	0.00799668905394954	6.27370308275064e-06	0.165848470346371	0.157889010361969	1.10365202822628e-07	0.149054757307695	4.67789211008347e-05	3.36033245097327e-08	0.00126258932090048	6.92398513176722e-13	0.0275057151162311	13.0890571068004	0.157411188240098
COMMD6	6	6	4	4	5	4	39	33	0.000517734426387808	0.000517734426387809	0.000606305006564941	0.216230785684003	5.48937048708325e-05	1.24486140261168e-06	0.172578902992087	0.379416579880961	1.43793135454936e-06	0.168520382323272	0.000131101807933682	2.68048936267113e-07	2.08275817590861e-05	1.79002524288364e-12	0.029783477757952	13.0826915852691	0.15761535320539
MRPL28	7	7	3	3	6	3	39	33	0.0142938407655765	0.0142938407655765	0.0152487857521928	0.0984388797496229	0.000141059000036969	7.0610661698598e-05	0.196158997636411	0.00865657303316075	4.58460369594338e-11	0.132807349715347	0.00150107338698787	0.000204313883831656	1.22108753580465e-06	3.237219005964e-15	0.0384783523537216	13.046983569378	0.157819518170682
BTAF1	11	11	4	4	7	4	39	33	0.00842877495369575	0.00842877495369574	0.00952141301234765	0.0384195707312877	0.352260435783303	4.78767345475135e-06	0.192119515431512	0.0028564787612055	1.01317361066981e-11	0.120110376110127	0.000365808600689694	7.10442472200487e-05	0.001006224453228	4.85074440085843e-17	0.036909908209639	13.046249550902	0.158023683135974
VPS37B	19	17	3	3	6	3	39	33	0.156862513220419	0.156862513220419	0.203201963917194	0.0984388797496229	3.75078557964702e-06	1.87574267653803e-06	0.196949712608135	0.00865657303316075	4.58460369594338e-11	0.132807349715347	0.0200029736909318	0.0246058480538261	3.24689493019406e-08	8.59953680749499e-17	0.038789189296427	13.0202958034203	0.158227848101266
ZNF827	44	35	12	8	11	8	39	33	0.00432659771146755	0.00432659771146755	0.000169976714738358	0.000227757050807888	0.793574119625027	2.60709003699094e-06	0.0785198777197445	0.223787460864636	2.63143667834918e-08	0.0857223255012739	3.8713395254822e-08	1.87194477568762e-05	0.177591937238774	6.86039234709669e-14	0.00616537119712363	13.0161056407447	0.158432013066558
ATG5	13	13	5	5	9	5	39	33	0.00225401539788797	0.00225401539788797	0.0027946465779898	0.00382648938626063	0.0955997607660731	1.09007112832076e-05	0.144446353491202	0.0709442677084982	6.59812185302248e-10	0.100793505823512	1.06936854690276e-05	5.08058541391607e-06	0.00678225502065667	7.19242213312207e-15	0.0208647490369054	13.01296588577	0.15863617803185
AMMECR1	16	16	6	6	7	6	39	33	0.000881663287608068	0.000881663287608067	0.00121951190396365	0.0384195707312877	0.424773595895256	8.81264881658585e-07	0.159548672300112	0.0632144167138665	2.69629183518743e-09	0.126594619553972	4.68531238519788e-05	7.77330152715866e-07	0.0268518150999702	2.37614730505346e-15	0.0254557788327286	12.9994847792686	0.158840342997142
TBRG1	13	12	3	3	6	3	39	33	0.0673870242018673	0.0673870242018673	0.0859427293740844	0.0984388797496229	5.25549638136621e-06	1.68213032084136e-06	0.196921358745115	0.00890140209503835	5.49605918011495e-10	0.132703633085925	0.00846010600220988	0.00454101103078305	4.67812864995596e-08	9.24508779200987e-16	0.0387780215300222	12.9823905047334	0.159044507962434
CCNA2	12	12	6	6	6	6	39	33	0.000129802516928223	0.000129802516928222	0.000187971310114644	0.0984388797496229	0.562971726211427	1.39348878782912e-05	0.16560533985465	0.0137464217711299	8.90415651526376e-08	0.134310489849045	1.85036851927546e-05	1.68486934009015e-08	0.00773884679372335	1.24078422690957e-12	0.0274251285883742	12.9339218094086	0.159248672927726
GSKIP	27	23	7	5	8	5	39	33	0.0320247096666532	0.0320247096666532	0.00526495264889501	0.0129773646117988	0.0649917596642107	2.62802928577992e-06	0.121629360275383	0.00268225255712756	1.77578224379827e-10	0.10965589495245	6.83252101885666e-05	0.00102558202923343	0.000174324313551549	4.66680774186982e-16	0.014793701280999	12.9285519723103	0.159452837893018
DEF8	15	15	4	4	8	4	39	33	0.0274270512240923	0.0274270512240923	0.0301962151875869	0.0129773646117988	0.259207815115754	3.87215900455242e-06	0.182224351499424	0.00149576833115225	6.07765494514941e-12	0.111043547793821	0.000391867294385653	0.000752243138848983	0.000387714841037312	2.35336463224228e-17	0.0332057142793856	12.9170825054465	0.15965700285831
MAT2A	49	47	8	8	10	8	39	33	0.0277884485585687	0.0277884485585686	0.0459845956670746	0.00099229460705214	0.0769991314562831	8.23552058000047e-06	0.10729166405059	0.0101834364098334	3.46290143774672e-11	0.0953251015304584	4.56302662879113e-05	0.000772197873292217	0.000784115758797459	2.85187960570763e-16	0.0115115011747447	12.9139909587817	0.159861167823601
BTF3L4	31	30	6	6	9	6	39	33	0.0277308763756925	0.0277308763756925	0.0386352588400237	0.00382648938626063	0.0230476709966871	6.01188518239829e-08	0.142074982735171	0.0972115366570171	3.10287322832878e-10	0.101187376365989	0.000147837407886783	0.000769001504563942	0.00224049951395331	1.86541175842501e-17	0.0201853007191992	12.9028273905768	0.160065332788893
SETD7	24	23	7	7	10	7	39	33	0.00129654499719168	0.00129654499719168	0.00255429328998935	0.00099229460705214	0.706162693404132	2.1353401833721e-07	0.18364880716736	0.268768572020622	1.66203324937524e-08	0.0973701693741836	2.5346114564859e-06	1.68102892974277e-06	0.189794338720465	3.54900638349144e-15	0.0337268843739943	12.900991529061	0.160269497754185
ABI2	24	24	6	6	10	6	39	33	0.0090844138900594	0.0090844138900594	0.0115630561993965	0.00099229460705214	0.000684396804609907	9.9321634767463e-07	0.134537834621696	0.0648601089796779	1.2948812673594e-07	0.096292103207128	1.1473958307702e-05	8.25265757259041e-05	4.43900513323419e-05	1.28609724303899e-13	0.0181004289446949	12.8988259132636	0.160473662719477
GRPEL2	37	34	9	7	9	7	39	33	0.014533086095794	0.014533086095794	0.00260966375539857	0.00382648938626063	0.984533373108587	2.6591369059105e-08	0.124804789994963	0.0920084730699385	1.24355208473276e-09	0.103489816805582	9.9858506617417e-06	0.000211210591467761	0.0905854123461171	3.30677524293481e-17	0.0155762356056869	12.897688069551	0.160677827684769
PRRC1	19	14	8	4	5	4	39	33	0.0213545768595371	0.0213545768595371	7.04936359976919e-05	0.216230785684003	0.29309434846025	2.69498166995754e-11	0.148214604565391	0.0122709394030224	7.06108864676571e-06	0.143329224090877	1.5242894297503e-05	0.000456017952849876	0.00359654298932406	1.90295044729789e-16	0.0219675690064753	12.8856603308513	0.160881992650061
CCNL1	10	10	4	4	7	4	39	33	0.00569616933502081	0.00569616933502081	0.00647885021466768	0.0384195707312877	0.00260269488512882	2.31030834354639e-05	0.167001168590595	0.0047315332026221	1.72556376471971e-09	0.118925349226238	0.000248914644079844	3.24463450932314e-05	1.23147372652817e-05	3.98658436295328e-14	0.0278893903106244	12.8743605108969	0.161086157615353
RBL1	14	14	6	6	7	6	39	33	0.000373499916375178	0.000373499916375178	0.000528421996553415	0.0384195707312877	0.00608030065038326	4.82830708460942e-06	0.133041589350226	0.0400496425058539	2.03015327242211e-06	0.121006512928118	2.03017462725522e-05	1.39502187532265e-07	0.00024351386737596	9.80220342807868e-12	0.0177000644968342	12.858585357042	0.161290322580645
RREB1	41	38	10	9	10	9	39	33	0.00176135514552194	0.00176135514552194	0.00150292965190937	0.00099229460705214	0.602557036206098	3.79520238278543e-08	0.0990507279201757	0.272901633687347	4.72682131407317e-07	0.0910335345597139	1.49134898836842e-06	3.10237194865661e-06	0.16443879957045	1.79392435141714e-14	0.00981104670151667	12.8360843836191	0.161494487545937
CCNB1	9	5	7	3	3	3	39	33	0.0045865394471077	0.0045865394471077	8.0619909641686e-07	0.634620658048881	0.00655161465951227	1.7114430669676e-09	0.127940229395237	0.26180926055733	0.000259139281905552	0.182111978693029	5.11630601086481e-07	2.1036344099875e-05	0.00171527338946347	4.43502127396219e-13	0.0163687022977059	12.8359125319681	0.161698652511229
PTPN4	11	11	4	4	7	4	39	33	0.00842877495369575	0.00842877495369574	0.00952141301234765	0.0384195707312877	3.41771213492338e-05	6.6824615425595e-08	0.172937673080799	0.195991941102415	3.96431733615557e-07	0.12566613408388	0.000365808600689694	7.10442472200487e-05	6.69844035452912e-06	2.64913981413615e-14	0.0299074387706014	12.8301696361739	0.161902817476521
NDFIP2	10	10	5	5	8	5	39	33	0.000529955111348672	0.000529955111348673	0.000675596922090093	0.0129773646117988	0.261246928035049	1.98208934554936e-06	0.162575333287139	0.340478716333987	1.29900334959877e-08	0.112816046648854	8.76746758857218e-06	2.80852420044584e-07	0.088949018703571	2.57474069907265e-14	0.0264307389934244	12.8146522024805	0.162106982441813
LRP12	19	18	3	3	6	3	39	33	0.17795595995827	0.17795595995827	0.203201963917194	0.0984388797496229	5.7656592590734e-06	2.88349664240795e-06	0.196912584642597	0.00865657303316075	4.58460369594338e-11	0.132807349715347	0.0200029736909318	0.0316683236846695	4.99108504604884e-08	1.32196893640238e-16	0.038774565990628	12.7979140206755	0.162311147407105
VTI1B	18	17	5	4	8	4	39	33	0.0424320585377407	0.0424320585377407	0.0131392153162804	0.0129773646117988	0.0954938154200509	1.97415713955125e-07	0.146295241090188	0.111684737303143	1.18352671752935e-11	0.117532126860419	0.000170512387872302	0.00180047959175025	0.0106652016892632	2.33646771926023e-18	0.0214022975656362	12.7958644479758	0.162515312372397
CNEP1R1	13	12	6	6	8	6	39	33	0.000129802516928223	0.000129802516928222	0.000324647034189925	0.0129773646117988	0.728438069978489	5.11363908567246e-07	0.213191321695623	0.107057022800691	1.28268527021758e-06	0.107205909610681	4.21306293282179e-06	1.68486934009015e-08	0.0779844110665783	6.55918953240098e-13	0.0454505396463266	12.7942858878674	0.162719477337689
S100PBP	4	4	3	3	6	3	39	33	0.00194460303639369	0.00194460303639369	0.0021070873828125	0.0984388797496229	0.000978642428950021	5.76906652709943e-05	0.194678642704691	0.0130995973715728	7.76374253844806e-09	0.13134104908768	0.000207419321498627	3.78148096915156e-06	1.28198217899834e-05	4.47895472035787e-13	0.0378997739253409	12.7875415181506	0.162923642302981
FNDC3B	39	32	10	7	8	7	39	33	0.0102791983219338	0.0102791983219338	0.00099229460705214	0.0129773646117988	0.0320494470956039	3.01120313715168e-10	0.0996263159279743	0.0341518042869385	3.99679122439622e-05	0.107677771687072	1.28773689180373e-05	0.000105661918141647	0.00109454644471365	1.20351502734422e-14	0.00992540282538055	12.7792646116264	0.163127807268273
PUM2	33	29	9	7	8	7	39	33	0.00572693424356565	0.00572693424356564	0.00109309140579409	0.0129773646117988	0.0829198040326434	1.30452749493436e-09	0.106450710325354	0.149491291349206	2.15309638477974e-06	0.106128835528959	1.41854457270137e-05	3.27977758301248e-05	0.012395788583263	2.80877343318894e-15	0.0113317537287725	12.7730034708548	0.163331972233565
RPA2	14	12	6	5	8	5	39	33	0.00147432877763357	0.00147432877763358	0.000528421996553415	0.0129773646117988	0.0506483463458512	9.75984318581701e-06	0.132425024583479	0.00758093361859172	1.87728235520327e-07	0.108616935266591	6.85752491816837e-06	2.17364534455851e-06	0.00038396175153934	1.83219814022851e-12	0.0175363871359351	12.7726437011771	0.163536137198857
MRPL35	4	4	3	3	6	3	39	33	0.00194460303639369	0.00194460303639369	0.0021070873828125	0.0984388797496229	0.000438267060299599	0.000140531441064419	0.195452794141044	0.0131298614406372	7.80816429682767e-09	0.131333385851509	0.000207419321498627	3.78148096915156e-06	5.75438577572911e-06	1.09729258070094e-12	0.0382017947375414	12.7669518465387	0.163740302164149
DGKH	31	27	7	6	7	6	39	33	0.0166208198472582	0.0166208198472582	0.0116628888827864	0.0384195707312877	0.809244726810613	2.44394348637547e-08	0.150161154785361	0.000246973562435068	1.49308182571654e-08	0.120585188702369	0.000448083184363361	0.000276251652395011	0.00019986205306221	3.64900760258553e-16	0.0225483724064732	12.7523223581662	0.163944467129441
ACOX1	3	3	3	3	4	3	39	33	0.000515358748630369	0.000515358748630369	0.000561515625	0.403372038835161	2.96309426371941e-05	7.26037031415562e-06	0.196670540141952	0.315525572617471	1.29545013846692e-06	0.188168731252431	0.00022649970249405	2.6559463978986e-07	9.34932014279611e-06	9.40544772879402e-12	0.0386793013597273	12.7512902352853	0.164148632094733
ENC1	17	17	5	5	9	5	39	33	0.00849082197931926	0.00849082197931925	0.0101694259503252	0.00382648938626063	0.0281627447241246	1.83461625738807e-05	0.144032244220324	0.0762374063504482	8.92993354785075e-11	0.101413726925991	3.8913200463283e-05	7.20940578844909e-05	0.00214705461347703	1.63830012642821e-15	0.0207452873751431	12.7511855296213	0.164352797060025
SLC25A12	9	9	3	3	7	3	39	33	0.0305628804649627	0.0305628804649627	0.0322945345586189	0.0384195707312877	9.25916352733302e-05	2.57438464511771e-05	0.196339527469626	0.00429858541889686	4.47480306214952e-10	0.120640336992704	0.00124074215470887	0.0009340896623156	3.98013053297754e-07	1.15198642931234e-14	0.0385492100469962	12.7510575836618	0.164556962025316
NRP1	13	13	5	5	6	5	39	33	0.00225401539788797	0.00225401539788797	0.0027946465779898	0.0984388797496229	0.246357988298641	7.80964845978345e-07	0.155534347142518	0.00422505253242134	7.55624777879168e-09	0.130961246428568	0.000275101878433433	5.08058541391607e-06	0.0010408754423434	5.90116388273825e-15	0.0241909331410494	12.7483100898344	0.164761126990608
FEM1C	29	26	7	7	11	7	39	33	0.00289849762689726	0.00289849762689726	0.00800158335612077	0.000227757050807888	0.989764367690155	7.21250416371955e-05	0.126147176677229	0.0441153179028839	2.74045852630183e-10	0.0864085902877505	1.82241702698355e-06	8.40128849312904e-06	0.043663769729598	1.97655685314527e-14	0.0159131101836361	12.7458311730724	0.1649652919559
CYB5R4	4	4	3	3	4	3	39	33	0.00194460303639369	0.00194460303639369	0.0021070873828125	0.403372038835161	1.3165452064484e-06	4.21341011766389e-07	0.197012865438227	0.0583697408509468	5.31419410682022e-05	0.157727933054533	0.000849940133608921	3.78148096915156e-06	7.68464025189497e-08	2.23908792169062e-11	0.0388140691481811	12.7417073130087	0.165169456921192
CNIH1	30	28	8	8	9	8	39	33	0.000871699918134598	0.000871699918134598	0.00239808810216796	0.00382648938626063	0.238586624892621	3.48635795974468e-09	0.150981760043245	0.330886885623192	5.00533665772461e-06	0.0996520015745284	9.17625867026359e-06	7.59860747275865e-07	0.0789451852620679	1.745039529786e-14	0.022795491865756	12.7377259484555	0.165373621886484
